"","id","AD","CIT","SW"
"274","36W0OB37HWE44BTE1RWPKCLZLEGHZF",2.4219696955,1.8830722665,0.667224871
"275","36WLNQG78ZAW23ZW5C8GDRHJ20MEBK",2.029490155,1.57492061,1.9635796175
"276","36ZN444YTRYS12QR503T4QFA1NNOI8",1.5747219265,2.103653253,0.39444711
"277","373ERPL3YO8L7TYIR4J1CSMONO0TRA",1.933988171,1.1923521865,0.2366765465
"278","373ERPL3YO8L7TYIR4J1CSMONPZRT9",4.0582896375,1.617149543,1.7511700315
"279","373ERPL3YO8L7TYIR4J1CSMONSZTRH",1.8501730265,1.382098266,0.718694747
"280","373ERPL3YO8L7TYIR4J1CSMONTOTR8",1.506352488,1.001401049,-0.16473407
"281","374TNBHA8BVHCEICOVH0FJ4Y57WYQO",2.3704973605,0.738223052,0.4319215375
"282","378XPAWRUCD3ZYWQVHYB3VV5B6AIAT",4.667633239,3.4566899295,2.052155839
"283","378XPAWRUCD3ZYWQVHYB3VV5BEMIAL",1.129730877,3.043447205,2.1245960765
"284","378XPAWRUCD3ZYWQVHYB3VV5C3MAIS",4.5254808295,4.273431033,2.122390716
"285","379J5II41OG8FCL8WPXARUDODPJLEM",3.717890588,2.863638644,1.4017528625
"286","379J5II41OG8FCL8WPXARUDOEMDEL4",2.2888636975,1.9452755185,0.576987679
"287","37C0GNLMHF3L4L41DQGOWTD6OGV6D5",1.2573197375,1.810978075,0.8987202645
"288","37FMASSAYCR8I81I1VY7Y6FBT5UBIE",3.254553285,1.298431402,0.718337255
"289","37FMASSAYCR8I81I1VY7Y6FBUSJBIE",1.961871232,1.9178887895,0.9279101415
"290","37KGEN7NJ3Q23OPWXV6S2NLCXASPPO",3.880075553,3.0075140035,1.6654577955
"291","37M28K1J0QDZU9GWDZJBFWA5OEWAJG",1.318749923,1.188568469,0.6329480705
"292","37M28K1J0QDZU9GWDZJBFWA5PKQAJN",4.4196965385,1.701160164,1.6439923315
"293","37M28K1J0QDZU9GWDZJBFWA5PLPJAX",3.5547598545,2.2123045895,1.1454179645
"294","37Q970SNZE8WZOMM4AZWWW8PGN3S1U",3.336583541,4.560225929,2.6583478135
"295","37Q970SNZE8WZOMM4AZWWW8PH65S1Z",1.922011999,0.9933442915,-0.2524738035
"296","37Q970SNZE8WZOMM4AZWWW8PHAIS1K",2.352632795,2.219920889,0.629800663
"297","37Q970SNZE8WZOMM4AZWWW8PHP21S7",1.9839500055,2.6480624005,0.971933519
"298","37TRT2X24QR4DJLOJDJ7A7UB65GBJT",1.958215629,2.915591893,-0.299028589
"299","37TRT2X24QR4DJLOJDJ7A7UB6BXJBU",1.171638791,0.967676024,0.132746543
"300","37TRT2X24QR4DJLOJDJ7A7UB6GIJBP",1.995677533,1.0653991955,0.6715851695
"301","37TRT2X24QR4DJLOJDJ7A7UB6GKJBR",2.6183777355,0.981340544,0.1446654205
"302","37TRT2X24QR4DJLOJDJ7A7UB6WMBJH",2.0261747065,2.043829033,1.126956769
"303","37U1UTWH9VM2996UO686LWQ19AOR8Q",3.337394636,3.6693249635,1.9176406305
"304","37U1UTWH9VM2996UO686LWQ19CL8R8",4.41850934,1.175750438,1.2822880655
"305","37U1UTWH9VM2996UO686LWQ19HY8RV",1.6939746255,1.7932082215,0.1987017825
"306","37U1UTWH9VM2996UO686LWQ19I28R1",2.7459849905,2.2422953115,0.9584271455
"307","37UEWGM5HT8KY9M9PLZR6M3TU1LR12",1.5228558965,1.170153218,-0.1038632095
"308","37UEWGM5HT8KY9M9PLZR6M3TVEF1RX",2.5551859855,1.909881872,0.6437620075
"309","37UQDCYH6XVQ22ISNLLA8TJ9IU5V75",3.7620208065,2.6255660535,2.4112387515
"310","37UQDCYH6XVQ22ISNLLA8TJ9J4XV7I",2.5324947885,3.1235379455,0.2388945965
"311","37UQDCYH6XVQ22ISNLLA8TJ9JYF7V0",3.364707522,2.109380727,-0.4219553935
"312","37W3JXSD668MWBEY04G678MKTNQYWZ",2.889954791,1.9324468425,0.3454854475
"313","37W3JXSD668MWBEY04G678MKU5RYW1",2.01478453,1.735939767,1.001416542
"314","37W3JXSD668MWBEY04G678MKUALWY3",2.1383354535,3.398341829,0.4754127805
"315","37WLF8U1WPQTIRAB572B068W7836KU",2.8649168965,2.3366420135,0.8284135945
"316","37WLF8U1WPQTIRAB572B068W8N4K64",2.0522469895,1.9432232275,1.4869150365
"317","37XITHEISW94LCW75IOBNIMKYD2CRX",2.9854295155,2.677509639,3.3563535525
"318","37XITHEISW94LCW75IOBNIMKYI9RCT",2.01547501,1.4855477205,0.4699973965
"319","37XITHEISW94LCW75IOBNIMKZ34CRG",2.095919759,2.2455039,1.3351804635
"320","37XITHEISW94LCW75IOBNIMKZ37CRJ",2.5976039385,1.0942733565,1.703741298
"321","37XITHEISW94LCW75IOBNIMKZ3RRCI",3.523085031,2.0774776105,1.217084613
"322","37XITHEISW94LCW75IOBNIMKZB5RCC",1.329128044,0.771206467,-0.3269805845
"323","37Z929RLG98X88YV6TJ622RK97TTS6",3.0016536455,2.5506231765,3.0971728015
"324","37Z929RLG98X88YV6TJ622RK9PTTS6",2.584172336,2.729524564,1.667408415
"325","37ZHEEHM6WM6QTG93BF4PYRQSKH73A",2.9899790095,1.6112569185,2.4843881995
"326","382M9COHEHFBY28253PBIH97QO9EUM",1.796347965,2.172694984,0.2996467015
"327","382M9COHEHFBY28253PBIH97RCNEUD",4.91281558,1.818468345,1.5118804075
"328","382M9COHEHFBY28253PBIH97RDJUER",1.9699808855,1.6471500975,0.3785257
"329","382M9COHEHFBY28253PBIH97REIEUC",3.499665406,1.3571319705,0.444040881
"330","382M9COHEHFBY28253PBIH97RUTEUJ",4.530761387,1.381120631,0.734987976
"331","384PI804XS1WSZ148RVWIRPFCGB0SK",2.1848503955,3.6248064125,1.64721936
"332","386CSBG1OZMFTU86ICM8WSK57TX6QJ",3.013190253,1.1301026,1.0335265645
"333","386CSBG1OZMFTU86ICM8WSK57VPQ6Z",2.108008793,1.9843696275,0.0684856010000001
"334","386CSBG1OZMFTU86ICM8WSK57X96Q3",2.6222387305,1.3762999505,0.5354794755
"335","386CSBG1OZMFTU86ICM8WSK57XG6QA",2.803205915,0.913149466000001,2.038647478
"336","386CSBG1OZMFTU86ICM8WSK57XO6QI",2.691934492,3.8136736965,2.1907681925
"337","386CSBG1OZMFTU86ICM8WSK57YNQ63",2.5062340385,2.156577928,0.9035082595
"338","386PBUZZXFXGQS70AQ81OAQGJ37LJC",3.644708577,3.80818414,2.2732800135
"339","388U7OUMF71KRK1RT2VRSHKJQDQ0RS",2.226402396,2.7718595505,1.251528743
"340","38F5OAUN5NCLK1N8IW46TSS0AAJH7G",4.446503636,2.084463197,0.288982326
"341","38F5OAUN5NCLK1N8IW46TSS0AGNH7W",4.285844076,2.015747986,2.018588965
"342","38F5OAUN5NCLK1N8IW46TSS0BI17H5",3.689610115,1.971195098,0.4625805235
"343","38F5OAUN5NCLK1N8IW46TSS0BNSH7G",1.3908619215,1.406280388,0.673514134
"344","38F71OA9GTWKR83PRCIV9PDDP3JFMB",2.366195961,2.681759728,1.5160601525
"345","38F71OA9GTWKR83PRCIV9PDDPCYMFF",2.3757622215,0.8276701805,0.8056770635
"346","38JBBYETQOACH4ENQXYT5DBDS05E4Y",2.582277578,1.467536994,0.523765113
"347","38JBBYETQOACH4ENQXYT5DBDS394EY",2.428415869,1.401357726,0.912916972
"348","38JBBYETQOACH4ENQXYT5DBDS3J4E8",2.605266428,1.4425869715,0.142951801
"349","38JBBYETQOACH4ENQXYT5DBDSIW4EF",3.127099215,1.5669884065,1.6069497105
"350","38SKSKU7R1XKVHNUS8N1C9BG5QNLI8",1.423221766,1.6669058645,1.501868323
"351","38SKSKU7R1XKVHNUS8N1C9BG5VCLI7",2.021118532,2.196714497,0.0350747590000001
"352","38YMOXR4MUZKDR4SULLEOH2RU0AW6K",3.4950778155,2.7398610595,1.8987374435
"353","38YMOXR4MUZKDR4SULLEOH2RVXJW6O",1.008559666,1.740501683,0.9338468115
"354","3907X2AHF056BHOQVXVG6ADJLOXP29",2.6326437845,1.7763718175,1.14841315
"355","3907X2AHF056BHOQVXVG6ADJMVSP2J",1.667039515,1.2614315995,0.817632156
"356","392CY0QWG1ROX9G9MGOKQS95J4VI4F",1.6653897335,1.39173014,1.030256874
"357","392CY0QWG1ROX9G9MGOKQS95J9GI4A",2.8154019595,1.6466346925,0.118505526
"358","392CY0QWG1ROX9G9MGOKQS95K2HI4Y",3.253540674,4.121078725,1.2758034315
"359","39ASUFLU6X73F62XA80Y2O8BKB7XEO",2.809352322,1.989414681,1.1677464895
"360","39ASUFLU6X73F62XA80Y2O8BLU6XEQ",4.099983843,2.753587247,1.2456110665
"361","39ASUFLU6X73F62XA80Y2O8BLYOXEG",2.8625276725,1.58087563,1.608181189
"362","39DD6S19JPBSK12CBQOJZ9OMSF5EZA",2.5441833635,1.858652544,0.4248426225
"363","39DD6S19JPBSK12CBQOJZ9OMT46EZQ",3.223830328,1.0302270625,1.352611178
"364","39DD6S19JPBSK12CBQOJZ9OMTY3ZEW",2.170137344,2.516046066,0.432857012
"365","39DD6S19JPBSK12CBQOJZ9OMTYLEZT",3.6868450175,1.654993307,0.1393321095
"366","39GAF6DQWR0CRG3QY5417JSWGAWV14",2.8957257645,1.200968282,1.490341386
"367","39GAF6DQWR0CRG3QY5417JSWGEAV1Q",1.3793259265,0.910944135,-0.1845900735
"368","39GAF6DQWR0CRG3QY5417JSWGG21VS",2.8802248145,1.429380251,1.2956607755
"369","39GHHAVOMFRKSK0F4Y9K2TO5XD54JN",2.529342719,1.380887752,0.513732472
"370","39GXDJN2OTEU2GNBXQDGMTF4T13V8U",2.935500204,1.409035259,1.5807873115
"371","39JEC7537U1WEJDOE2TLOFBNJQQCVF",3.414466356,1.6528834625,1.0936209655
"372","39JEC7537U1WEJDOE2TLOFBNK7RVCY",3.6107055465,1.632366399,1.4055059495
"373","39K0FND3AHFPVHMHGWW3VO2MSG1AMA",1.853991378,2.6840800515,0.4997820445
"374","39K0FND3AHFPVHMHGWW3VO2MTC4AM6",3.0569921665,1.4639597355,1.9792126435
"375","39K0FND3AHFPVHMHGWW3VO2MTEQAMW",2.299397875,3.488470478,1.5243356405
"376","39KFRKBFINVER25W9IPWQE9YR40OYP",2.5841303865,1.015784612,1.3288043525
"377","39KFRKBFINVER25W9IPWQE9YRDAOYH",1.453999079,2.3163707385,1.124675304
"378","39L1G8WVWQRSF717EVYVOO0DPRS316",1.9720117845,1.3795813685,0.304985466
"379","39LNWE0K4UWNE7AO1MF23W7ZIHHUIC",1.807950429,1.429486003,0.702248821
"380","39LOEL67OS5AQ7LSDG7A3YNL32K38M",3.4190021725,3.046621408,1.215473321
"381","39N5ACM9HENHB19PG6AVGXLXR4OP92",2.49864776,0.946373354,0.2901122595
"382","39N5ACM9HENHB19PG6AVGXLXRH0P94",3.134558111,2.744960225,0.2900607695
"383","39O5D9O87TSC2AB5USNF5KJ4S6G3CS",3.049213813,1.976293099,2.083522079
"384","39O5D9O87TSC2AB5USNF5KJ4TO1C3N",1.944479221,1.507242549,1.140702741
"385","39O5D9O87TSC2AB5USNF5KJ4TXMC3Q",3.7541233855,3.0921034225,2.282761653
"386","39OWYR0EPKRKLPS3AF663K0KZ53YFB",4.0419828885,1.136501249,0.7428965095
"387","39PAAFCODM0D00FZ0OOBDPBR7AYVTL",3.2096306585,2.5810707385,1.4925292405
"388","39RP059MEHTUERR9MAWZQZMSA5WBMU",1.5255130015,1.1487391805,0.511190164
"389","39RP059MEHTUERR9MAWZQZMSAQBMBQ",2.58958588,1.8285528215,1.6300947745
"390","39RP059MEHTUERR9MAWZQZMSBUOMBC",4.0593089415,1.480145063,2.2339618665
"391","39U1BHVTDLRTORDGGEI5UUJ8GLG3TX",1.4310309165,1.1063513915,0.114003841
"392","39ZSFO5CA8WJ9IUUJ402FXMZV37UJ3",1.7285128565,2.9873156695,0.358801748
"393","39ZSFO5CA8WJ9IUUJ402FXMZVW7JUE",3.603289983,2.0577421415,3.1591953425
"394","39ZSFO5CA8WJ9IUUJ402FXMZW3MJU8",4.381420207,1.462430109,1.414810545
"395","39ZSFO5CA8WJ9IUUJ402FXMZWO0UJ3",3.248874451,2.3474464545,2.203445729
"396","3A0EX8ZRN8OU88GN5DKAKU9ZJK4YBB",2.7614792435,2.024590515,0.9491938825
"397","3A0EX8ZRN8OU88GN5DKAKU9ZK43BYS",3.461577606,2.2173817275,1.44366042
"398","3A0EX8ZRN8OU88GN5DKAKU9ZK5IYBW",2.751275863,0.875275763,0.71984208
"399","3A0EX8ZRN8OU88GN5DKAKU9ZK6DYBT",1.1181459645,1.5062832075,0.0504912085000001
"400","3A0EX8ZRN8OU88GN5DKAKU9ZKBGYB6",3.7751828885,1.0266970915,0.6928470395
"401","3A1COHJ8NJVPKFSRS1WC7SOVMB18H5",2.2333501825,2.1348790995,0.9985168755
"402","3A1COHJ8NJVPKFSRS1WC7SOVMJHH8A",2.955281802,1.5334029595,0.9026027055
"403","3A4NIXBJ76Z6R0DLDNLT42IXMJDLMY",5.1175710145,4.1327284205,1.461223447
"404","3A4NIXBJ76Z6R0DLDNLT42IXNOSMLP",1.614869189,1.8835985345,0.6392633445
"405","3A4NIXBJ76Z6R0DLDNLT42IXNZKML3",2.4891701335,1.4069102245,1.02567077
"406","3A4TN5196KIRWII49DCH9EKEB4YCHU",2.4561330045,3.662314799,1.728444484
"407","3A7Y0R2P2OOBQMOPO9BPZ4L3PN1JX1",4.4160278225,3.1519776625,1.9239767365
"408","3A9AA95ATWMYAE7DDGXE4HGV56NP5P",2.2930675075,3.539506633,2.322036319
"409","3A9AA95ATWMYAE7DDGXE4HGV6545PL",2.7971639755,0.9576368065,-0.463598073
"410","3AAJC4I4FGS0VHO4PRZAWP1EX7UJZX",1.825945705,0.7010030455,1.325942493
"411","3AAJC4I4FGS0VHO4PRZAWP1EY8VZJH",3.6768829665,2.1018507245,0.4076864295
"412","3AAJC4I4FGS0VHO4PRZAWP1EY9ZJZ7",1.6267367015,1.9565811025,0.242008214
"413","3AAPLD8UCCH8IZKFVZ77YOKI0MKTH9",2.7777848025,2.121303787,1.4524502235
"414","3AAPLD8UCCH8IZKFVZ77YOKIZZKTHY",1.738319395,1.2764138355,1.498460386
"415","3AMW0RGHOD2203DJHGT0YYGHXRSNPJ",3.0453903135,1.7446727145,0.406419883
"416","3AMW0RGHOD2203DJHGT0YYGHXSPNPI",1.035815203,1.5433236955,1.8100508275
"417","3AMW0RGHOD2203DJHGT0YYGHXWTPNW",3.6795173445,1.61737903,1.136676742
"418","3AMYWKA6YBMC8IVQ3ZU47NP5RBZO6E",2.024699955,2.179180581,0.370381089
"419","3AMYWKA6YBMC8IVQ3ZU47NP5RY96OG",4.082733861,3.6829347305,1.5630127365
"420","3AMYWKA6YBMC8IVQ3ZU47NP5SYNO6D",3.2321105045,2.1461420025,0.9705570725
"421","3AQF3RZ558II25IX4WBEKTGR0V2F6K",1.9424023485,1.318873834,-0.0989002514999999
"422","3ATPCQ38J8APPYBVZZKEPJPT14RAY4",3.2953585545,3.1257220355,0.6161059515
"423","3ATPCQ38J8APPYBVZZKEPJPT166YAB",3.2038060985,1.8089619705,2.027130844
"424","3ATPCQ38J8APPYBVZZKEPJPT2L5AYH",1.848899247,2.1426727725,1.3279255905
"425","3ATPCQ38J8APPYBVZZKEPJPT2NJAYZ",2.932575527,2.374217276,0.0681117969999998
"426","3ATTHHXXWAOFVB4J6RQPN363C4LIXP",2.7326001315,1.3570799405,0.3528011925
"427","3ATTHHXXWAOFVB4J6RQPN363DTCXIA",1.41498638,3.662347803,-0.261363429
"428","3ATTHHXXWAOFVB4J6RQPN363DU9IXU",3.058267633,1.640817687,1.0412640375
"429","3AUQQEL7U5TCKRI82M01TE9MBMKV03",2.3883728995,1.4015593795,1.318938656
"430","3AWETUDC92S4064Y79EAKOMELSWZIT",2.0365016615,1.957298787,0.929663553
"431","3AZHRG4CU4KS8IGPICUVAJH3JFA03J",2.020568717,2.302764236,-0.242322776
"432","3B1NLC6UGZWWQBWXUCG58E7KV87GPQ",1.8746951835,2.0029335865,0.1005214015
"433","3B1NLC6UGZWWQBWXUCG58E7KVUTGPK",1.891248316,1.7008618215,0.837092377
"434","3B2X28YI3WFSPO6HZUPI13P6KZVB6M",2.5536411975,5.1031962675,1.9779830735
"435","3B2X28YI3WFSPO6HZUPI13P6LWX6BE",2.38281382,0.199557299,1.3792500005
"436","3B2X28YI3WFSPO6HZUPI13P6LWYB6K",1.9334911255,2.9769620105,0.254104841
"437","3B3WTRP3DB2LJU8JE8ZJKKD4G9P29F",2.9595485365,2.019798171,1.30586494
"438","3B3WTRP3DB2LJU8JE8ZJKKD4GKE29Q",2.376452305,3.664082702,3.696059927
"439","3B3WTRP3DB2LJU8JE8ZJKKD4GNB920",1.43364256,4.1263277165,1.4769905955
"440","3B3WTRP3DB2LJU8JE8ZJKKD4GUM29I",1.635624525,1.1898938745,0.170296944
"441","3B4YI393V9WWT8LGHTEGSXVY7F2SSL",2.0406731885,2.508492558,1.454593896
"442","3B837J3LDOWKSTL324EB2NQ2K10RSO",0.915278138,1.3323131395,1.0720951845
"443","3BC8WZX3V3W8RELQNFE6CDL6YZ9RRS",2.503389012,1.6796053895,2.3390937635
"444","3BC8WZX3V3W8RELQNFE6CDL6Z63RR1",2.845191962,3.936006067,1.666103184
"445","3BF51CHDTVA72QNOXXJXEDID2OAH0X",2.0888708685,2.4025412115,1.0860695335
"446","3BF51CHDTVA72QNOXXJXEDID34Y0H1",1.50785045,1.956067207,-0.0821539274999999
"447","3BF51CHDTVA72QNOXXJXEDID39MH0G",2.4493144045,1.339908862,1.1401759605
"448","3BGYGHDBBXKAJANKTZK4AX5QA3K22S",3.390044356,2.8780167385,1.853327377
"449","3BGYGHDBBXKAJANKTZK4AX5QAHK22K",2.2359532445,0.6920601575,0.510521916
"450","3BQU611VFPKWJETIZHEYU7LIN5X99T",2.9061577795,3.027760712,1.7818088865
"451","3BWI6RSP7G990RW6SVW08PVNJ2KE77",3.9438803295,3.6237235215,3.0590563
"452","3BXQMRHWKZY9AQ0FM1DUVPEG0HFMUH",2.6169406195,3.183590959,0.0581012335
"453","3BXQMRHWKZY9AQ0FM1DUVPEGZA2MUP",2.134565179,2.1236442035,0.601411894
"454","3C2NJ6JBKAH68WCDFIIO2L8OMLCN2G",2.809533295,1.468162024,1.7181134325
"455","3C44YUNSI1PTERM6SMFX2T4NI4RPD1",2.099180001,3.206341072,2.0628795065
"456","3C5W7UE9CFQ1RUUAR6OHFWDKTFGMXO",1.679265401,2.307423351,0.913649091
"457","3C5W7UE9CFQ1RUUAR6OHFWDKTPTMXL",1.291810379,1.3494271435,0.3837941395
"458","3C6FJU71TQT947PT5415PK1N80FYUM",2.5049271315,2.7667287855,2.252442618
"459","3C6FJU71TQT947PT5415PK1N9PKUY2",3.4653907435,2.0884519295,0.8445781445
"460","3C8HJ7UOP7UQWPUPSOC2CHTV18EZMK",3.3462519485,1.715845942,1.355912269
"461","3C8HJ7UOP7UQWPUPSOC2CHTV1T9ZML",3.883735049,1.075882053,0.873166743
"462","3C8HJ7UOP7UQWPUPSOC2CHTV26UZMX",2.147537023,3.533713522,1.9061780825
"463","3C8HJ7UOP7UQWPUPSOC2CHTV2YDMZN",2.325766661,1.3055942005,0.8185575725
"464","3CCZ6YKWR7JDIRR6WR1HIRGG11P59T",2.9569609225,2.899394871,1.0673988565
"465","3CFJTT4SXTQLGWYSOEMRT4TFB4WI77",1.2315590135,1.063815765,1.095439969
"466","3CFJTT4SXTQLGWYSOEMRT4TFBWJ7I3",2.720465777,1.3452971835,2.3409372075
"467","3CFVK00FWLL42XSTQ7ECF6LBWKH6LU",1.6997279035,1.098932942,1.279956845
"468","3CFVK00FWLL42XSTQ7ECF6LBXPSL6V",1.929267104,0.701373151,0.627337619
"469","3CFVK00FWLL42XSTQ7ECF6LBXTD6L9",4.3583276605,2.3996716675,2.4638491735
"470","3CN4LGXD5XOAN9VEQYANCG3T9ATY4B",1.728704258,1.972988399,1.2324896405
"471","3CN4LGXD5XOAN9VEQYANCG3T9SJ4Y7",1.9858503185,0.858451695,-0.2049290585
"472","3CN4LGXD5XOAN9VEQYANCG3T9WG4YC",1.3413049835,1.7867596695,0.169443719
"473","3CN4LGXD5XOAN9VEQYANCG3TADP4YK",3.059460656,1.4281317285,0.998077644
"474","3CN4LGXD5XOAN9VEQYANCG3TAG44Y5",1.723339161,1.0015832315,0.5879028645
"475","3CN4LGXD5XOAN9VEQYANCG3TAU34YW",1.587506985,3.915963866,2.3251231685
"476","3COPXFW7XBC1SXSGK31K66ZD304PK5",1.4789089635,2.0544245655,1.508362099
"477","3CP1TO84PT12I767BIM28482U4O52R",2.4245555495,0.854133453,0.016066388
"478","3CP1TO84PT12I767BIM28482V41252",1.5116051685,3.355254244,0.796437317
"479","3CTOC39K37QHB7IY6W7R558FOBAJ7T",2.194639724,0.815752073,0.614446903
"480","3CTOC39K37QHB7IY6W7R558FODZ7JA",2.1017702425,2.1378933875,0.936377952
"481","3D3VGR7TA0FG8C0OCPDAUFIQS9T3RC",1.691925435,1.163784973,0.0589388855
"482","3D3VGR7TA0FG8C0OCPDAUFIQSUTR36",2.3138105695,0.8205992595,0.739027929
"483","3D3VGR7TA0FG8C0OCPDAUFIQTYZ3RX",2.9498059345,1.1938818915,1.0223030855
"484","3D8YOU6S9EK7LNFNZL6D6THUAHV6UM",2.3134994825,2.180108998,0.183916783
"485","3DBQWDE4Y6YY7TV0X1KM0SB05JM5NT",2.8706924865,1.6671698405,2.6062338815
"486","3DBQWDE4Y6YY7TV0X1KM0SB065MN5K",3.713313909,0.951623168,1.985099464
"487","3DBQWDE4Y6YY7TV0X1KM0SB06T6N5G",2.304875768,1.1076820765,0.3980770495
"488","3DEL4X4EL6L1LBJOA9CS9R0R22WXYH",1.687349446,1.1575749865,0.2772478815
"489","3DH6GAKTYYPQQ6J3BR0D6CG2A4JYZ8",4.0721700915,3.192930071,1.863998739
"490","3DH6GAKTYYPQQ6J3BR0D6CG2AIQYZ7",3.657357987,1.301694163,3.120593586
"491","3DHE4R9OCWB0Y4VRSE5TC1ZRL1R2G8",3.400779018,1.0761568635,0.3034306905
"492","3DHE4R9OCWB0Y4VRSE5TC1ZRL2CG29",4.09914205,2.287367037,2.3992110305
"493","3DI28L7YXAEVP5H43FFR7F4AGJM1E5",3.3183650575,0.900218096,1.321627048
"494","3DI28L7YXAEVP5H43FFR7F4AGL11EO",1.7654381065,1.661871835,0.0996608875
"495","3DI28L7YXAEVP5H43FFR7F4AGLM1E9",4.4161930235,2.9368018055,2.6511581135
"496","3DIP6YHAPCSD051P20O6MPRIUMHE8L",3.346350067,1.877266329,0.6686138095
"497","3DIP6YHAPCSD051P20O6MPRIUREE8S",1.2881405555,1.2554701985,0.439526687
"498","3DIP6YHAPCSD051P20O6MPRIUTF8ER",3.5752317675,3.4137887105,3.000680568
"499","3DIP6YHAPCSD051P20O6MPRIUVWE8I",1.6341337065,1.722339201,0.4333691195
"500","3DL65MZB8DFFC8R2JC4BOBN1JXJCE9",2.2220398625,2.574894697,0.816297453
"501","3DL65MZB8DFFC8R2JC4BOBN1JXJECB",2.433715423,1.3647696435,0.4130364845
"502","3DL65MZB8DFFC8R2JC4BOBN1KD7ECW",2.618434938,2.096981023,0.506067598
"503","3DL65MZB8DFFC8R2JC4BOBN1KIIECH",2.3746993345,1.182875368,0.7381971575
"504","3DPNQGW4LLF84PL8KFFVTPJ0AMB642",1.470674294,1.765895008,-0.131998644
"505","3DPNQGW4LLF84PL8KFFVTPJ0B9I46I",3.1627154555,3.532631254,2.65058476
"506","3DPNQGW4LLF84PL8KFFVTPJ0BBI46M",1.523661965,1.141930154,0.934371392
"507","3DQQ64TANGLSNXMX9HKNUHT8PVRPWQ",1.91684418,2.087231465,0.0877279760000001
"508","3DQQ64TANGLSNXMX9HKNUHT8QZ6PWE",2.2712815975,1.3206794105,1.9219811525
"509","3DR23U6WE5EWYPTD5YZ1DLN57I2TEQ",1.1753564255,1.551698251,-0.1815277885
"510","3DR23U6WE5EWYPTD5YZ1DLN58ZUET2",1.8383001315,1.786925864,1.249699684
"511","3DUZQ9U6SMOCL02KBOJL3KF56CQVS9",1.796184717,0.5163771245,0.049553594
"512","3DY46V3X3PIUH4PUT1O06BBEFB655E",2.333715676,5.5918367615,2.0582288535
"513","3DY4FPOOA1O0KL27WZJGDAA9JP5RV8",3.980537189,1.4043537635,2.9350227225
"514","3DY4FPOOA1O0KL27WZJGDAA9JPWVR3",3.680421404,3.1564952455,3.0655048045
"515","3DY4FPOOA1O0KL27WZJGDAA9KC4RVI",3.563996517,1.600487862,1.337189091
"516","3DYGAII7PL8N30QBX8LH2SBM1A8QPH",2.6234970615,3.3932225975,3.098375765
"517","3DYGAII7PL8N30QBX8LH2SBM20EPQ3",3.6866433455,2.2458942685,2.4872066525
"518","3DYGAII7PL8N30QBX8LH2SBM28SPQX",4.836982303,3.815568685,2.508708384
"519","3DYGAII7PL8N30QBX8LH2SBM2Z6PQT",2.514164842,0.946202595,-0.0863535794999999
"520","3DZQRBDBSLFS9R01REDFKPNMFRL3S6",1.90311393,1.6229752795,0.887672482
"521","3E13VNJ1NNV75AJQZY5ISU228RN1I2",3.5222907925,2.515139074,1.617665728
"522","3E1QT0TDFP9PGA3BYJEX74PALK2I8L",4.084357074,1.9077194285,2.53897891
"523","3E337GFOL98WNQKKEX3D4P2PW54GNH",3.2016603925,2.6099553945,0.2865441405
"524","3E47SOBEYQWRSDTOFVU29QLTBQPICN",2.5229121535,2.881200259,1.285102694
"525","3E4GGUZ1T8R50QRAI5Q8ATRKSS72KU",3.583467005,3.742225366,1.1228732535
"526","3E4GGUZ1T8R50QRAI5Q8ATRKSTTK20",2.0217709285,2.2479475165,0.9487690275
"527","3E7TUJ2EGCM8M46ZBXJ0G348EGG9DU",2.0692177275,1.9737071085,0.3840897045
"528","3E7TUJ2EGCM8M46ZBXJ0G348ENY9DQ",3.860851799,1.496931238,1.2976620695
"529","3EA3QWIZ4IV8EUVZ1HPSY0LX0ZTTIW",2.01594182,1.148920287,0.7104892625
"530","3EA3QWIZ4IV8EUVZ1HPSY0LXZ81TIL",1.69712953,1.145203997,-0.310148436
"531","3EF8EXOTT1V30L3WHGQI4VH2LV31JJ",3.7431784405,3.030967675,0.6574399675
"532","3EF8EXOTT1V30L3WHGQI4VH2LXK1J4",1.9218456385,1.4384833895,1.8708899515
"533","3EFE17QCRC573Z706Z2HOJOWXC6HSP",3.3190128035,2.7984108135,0.0299380065
"534","3EFE17QCRC573Z706Z2HOJOWY63HSB",2.404846619,6.100348324,1.0934577785
"535","3EFE17QCRC573Z706Z2HOJOWYW1SH0",3.1994262965,1.2547984195,0.181314387
"536","3EFVCAY5L39LBLNHG1ZXJ54AY5G8JO",2.0279591925,0.752343184,0.4764228425
"537","3EFVCAY5L39LBLNHG1ZXJ54AYET8JJ",1.288329275,1.304079155,-0.568764988
"538","3EFVCAY5L39LBLNHG1ZXJ54AZ15J8H",4.3179094015,0.993935527000001,1.3489397165
"539","3EG49X351UCZ2R9I4QH0Q0GY3816XK",2.278134684,2.842654705,-0.303794809
"540","3EG49X351UCZ2R9I4QH0Q0GY440X63",2.526827055,0.568352987,2.032743544
"541","3EG49X351UCZ2R9I4QH0Q0GY4XY6XW",2.408932333,1.6932094605,0.1739133845
"542","3EICBYG644WNNODUXDF2LR0TO31JCJ",1.96081445,1.4052876685,0.2149163435
"543","3EICBYG644WNNODUXDF2LR0TPLKCJW",2.175258515,2.1596594695,0.4190791715
"544","3EJJQNKU9R5V2K7NRA2CY9J0B5URH8",2.377424473,2.6762292035,1.342011058
